table,scene_id,file,rows,min_ts,max_ts,unique_ts,duration_s,unique_agents,intersect_id,intersect_id_variants,city
traffic-light/train/data,4561,4561.csv,480,1664353766.0,1664353773.9,80,7.900000095367432,,yizhuang#14-1_po,1,PEK
ego-trajectories/train/data,4562,4562.csv,3366,1664353766.4,1664353774.3,80,7.8999998569488525,126,yizhuang#14-1_po,1,PEK
infrastructure-trajectories/train/data,4562,4562.csv,3043,1664353766.4,1664353774.3,77,7.8999998569488525,63,yizhuang#14-1_po,1,PEK
vehicle-trajectories/train/data,4562,4562.csv,3508,1664353766.4,1664353774.3,80,7.8999998569488525,119,yizhuang#14-1_po,1,PEK
traffic-light/train/data,4562,4562.csv,480,1664353766.4,1664353774.3,80,7.8999998569488525,,yizhuang#14-1_po,1,PEK
ego-trajectories/train/data,4563,4563.csv,3409,1664353766.8,1664353774.7,80,7.900000095367432,130,yizhuang#14-1_po,1,PEK
infrastructure-trajectories/train/data,4563,4563.csv,2943,1664353766.8,1664353774.6,75,7.799999952316284,62,yizhuang#14-1_po,1,PEK
vehicle-trajectories/train/data,4563,4563.csv,3441,1664353766.8,1664353774.7,80,7.900000095367432,120,yizhuang#14-1_po,1,PEK
traffic-light/train/data,4563,4563.csv,480,1664353766.8,1664353774.7,80,7.900000095367432,,yizhuang#14-1_po,1,PEK
ego-trajectories/val/data,4564,4564.csv,3416,1664353767.2,1664353775.1,80,7.8999998569488525,129,yizhuang#14-1_po,1,PEK
infrastructure-trajectories/val/data,4564,4564.csv,2921,1664353767.2,1664353775.1,75,7.8999998569488525,63,yizhuang#14-1_po,1,PEK
vehicle-trajectories/val/data,4564,4564.csv,3373,1664353767.2,1664353775.1,80,7.8999998569488525,120,yizhuang#14-1_po,1,PEK
traffic-light/val/data,4564,4564.csv,480,1664353767.2,1664353775.1,80,7.8999998569488525,,yizhuang#14-1_po,1,PEK
ego-trajectories/val/data,4565,4565.csv,3419,1664353767.6,1664353775.5,80,7.900000095367432,130,yizhuang#14-1_po,1,PEK
infrastructure-trajectories/val/data,4565,4565.csv,2904,1664353767.6,1664353775.5,75,7.900000095367432,65,yizhuang#14-1_po,1,PEK
vehicle-trajectories/val/data,4565,4565.csv,3305,1664353767.6,1664353775.5,80,7.900000095367432,116,yizhuang#14-1_po,1,PEK
traffic-light/val/data,4565,4565.csv,480,1664353767.6,1664353775.5,80,7.900000095367432,,yizhuang#14-1_po,1,PEK
ego-trajectories/train/data,4567,4567.csv,3104,1663639342.5,1663639350.4,80,7.900000095367432,126,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4567,4567.csv,1770,1663639342.5,1663639350.4,80,7.900000095367432,53,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4567,4567.csv,2588,1663639342.5,1663639350.4,80,7.900000095367432,73,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4567,4567.csv,372,1663639342.5,1663639350.4,62,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4568,4568.csv,3113,1663639342.9,1663639350.8,80,7.8999998569488525,127,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4568,4568.csv,1796,1663639342.9,1663639350.8,80,7.8999998569488525,53,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4568,4568.csv,2601,1663639342.9,1663639350.8,80,7.8999998569488525,80,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4568,4568.csv,372,1663639342.9,1663639350.8,62,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4569,4569.csv,3117,1663639343.4,1663639351.3,80,7.8999998569488525,132,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4569,4569.csv,1816,1663639343.4,1663639351.3,80,7.8999998569488525,51,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4569,4569.csv,2623,1663639343.4,1663639351.3,80,7.8999998569488525,83,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4569,4569.csv,372,1663639343.5,1663639351.3,62,7.799999952316284,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4570,4570.csv,3104,1663639343.8,1663639351.7,80,7.900000095367432,127,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4570,4570.csv,1830,1663639343.8,1663639351.7,80,7.900000095367432,50,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4570,4570.csv,2645,1663639343.8,1663639351.7,80,7.900000095367432,83,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4570,4570.csv,378,1663639343.9,1663639351.7,63,7.799999952316284,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4571,4571.csv,3087,1663639344.2,1663639352.1,80,7.8999998569488525,123,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4571,4571.csv,1836,1663639344.2,1663639352.1,80,7.8999998569488525,49,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4571,4571.csv,2677,1663639344.2,1663639352.1,80,7.8999998569488525,81,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4571,4571.csv,384,1663639344.3,1663639352.1,64,7.799999952316284,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4572,4572.csv,3058,1663639344.6,1663639352.5,80,7.900000095367432,122,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4572,4572.csv,1853,1663639344.6,1663639352.5,80,7.900000095367432,51,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4572,4572.csv,2705,1663639344.6,1663639352.5,80,7.900000095367432,81,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4572,4572.csv,390,1663639344.6,1663639352.5,65,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4573,4573.csv,3022,1663639345.0,1663639352.9,80,7.900000095367432,117,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4573,4573.csv,1866,1663639345.0,1663639352.9,80,7.900000095367432,49,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4573,4573.csv,2726,1663639345.0,1663639352.9,80,7.900000095367432,80,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4573,4573.csv,396,1663639345.0,1663639352.9,66,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4575,4575.csv,2932,1663639345.8,1663639353.7,80,7.900000095367432,112,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4575,4575.csv,1899,1663639345.8,1663639353.7,80,7.900000095367432,45,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4575,4575.csv,2754,1663639345.8,1663639353.7,80,7.900000095367432,81,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4575,4575.csv,408,1663639345.9,1663639353.7,68,7.799999952316284,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4576,4576.csv,2901,1663639346.2,1663639354.1,80,7.8999998569488525,103,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4576,4576.csv,1931,1663639346.2,1663639354.1,80,7.8999998569488525,45,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4576,4576.csv,2778,1663639346.2,1663639354.1,80,7.8999998569488525,81,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4576,4576.csv,420,1663639346.2,1663639354.1,70,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4578,4578.csv,2883,1663639347.0,1663639354.9,80,7.900000095367432,100,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4578,4578.csv,1990,1663639347.0,1663639354.9,80,7.900000095367432,46,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4578,4578.csv,2832,1663639347.0,1663639354.9,80,7.900000095367432,81,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4578,4578.csv,432,1663639347.0,1663639354.9,72,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4579,4579.csv,2871,1663639347.4,1663639355.3,80,7.8999998569488525,94,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4579,4579.csv,2014,1663639347.4,1663639355.3,80,7.8999998569488525,46,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4579,4579.csv,2850,1663639347.4,1663639355.3,80,7.8999998569488525,81,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4579,4579.csv,432,1663639347.4,1663639355.3,72,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4580,4580.csv,2866,1663639347.8,1663639355.7,80,7.900000095367432,88,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4580,4580.csv,2033,1663639347.8,1663639355.7,80,7.900000095367432,48,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4580,4580.csv,2866,1663639347.8,1663639355.7,80,7.900000095367432,80,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4580,4580.csv,432,1663639347.9,1663639355.7,72,7.799999952316284,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4581,4581.csv,2871,1663639348.2,1663639356.1,80,7.8999998569488525,85,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4581,4581.csv,2045,1663639348.2,1663639356.1,80,7.8999998569488525,48,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4581,4581.csv,2889,1663639348.2,1663639356.1,80,7.8999998569488525,82,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4581,4581.csv,438,1663639348.2,1663639356.1,73,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4582,4582.csv,2880,1663639348.6,1663639356.5,80,7.900000095367432,85,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4582,4582.csv,2058,1663639348.6,1663639356.5,80,7.900000095367432,48,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4582,4582.csv,2909,1663639348.6,1663639356.5,80,7.900000095367432,80,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4582,4582.csv,444,1663639348.6,1663639356.5,74,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4583,4583.csv,2895,1663639349.0,1663639356.9,80,7.900000095367432,84,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4583,4583.csv,2074,1663639349.0,1663639356.9,80,7.900000095367432,50,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4583,4583.csv,2939,1663639349.0,1663639356.9,80,7.900000095367432,82,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4583,4583.csv,450,1663639349.0,1663639356.9,75,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4584,4584.csv,2928,1663639349.4,1663639357.3,80,7.8999998569488525,85,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4584,4584.csv,2097,1663639349.4,1663639357.3,80,7.8999998569488525,50,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4584,4584.csv,2970,1663639349.4,1663639357.3,80,7.8999998569488525,84,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4584,4584.csv,456,1663639349.4,1663639357.3,76,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4587,4587.csv,2986,1663639350.6,1663639358.5,80,7.900000095367432,86,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4587,4587.csv,2184,1663639350.6,1663639358.5,80,7.900000095367432,52,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4587,4587.csv,3055,1663639350.6,1663639358.5,80,7.900000095367432,85,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4587,4587.csv,468,1663639350.6,1663639358.5,78,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4589,4589.csv,3007,1663639351.4,1663639359.3,80,7.8999998569488525,82,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4589,4589.csv,2238,1663639351.4,1663639359.3,80,7.8999998569488525,48,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4589,4589.csv,3088,1663639351.4,1663639359.3,80,7.8999998569488525,83,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4589,4589.csv,468,1663639351.4,1663639359.3,78,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4590,4590.csv,3017,1663639351.8,1663639359.7,80,7.900000095367432,81,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4590,4590.csv,2275,1663639351.8,1663639359.7,80,7.900000095367432,48,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4590,4590.csv,3106,1663639351.8,1663639359.7,80,7.900000095367432,82,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4590,4590.csv,468,1663639351.8,1663639359.7,78,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4591,4591.csv,3018,1663639352.2,1663639360.1,80,7.8999998569488525,78,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4591,4591.csv,2309,1663639352.2,1663639360.1,80,7.8999998569488525,48,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4591,4591.csv,3126,1663639352.2,1663639360.1,80,7.8999998569488525,82,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4591,4591.csv,468,1663639352.2,1663639360.1,78,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4592,4592.csv,3023,1663639352.6,1663639360.5,80,7.900000095367432,76,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4592,4592.csv,2339,1663639352.6,1663639360.5,80,7.900000095367432,50,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4592,4592.csv,3147,1663639352.6,1663639360.5,80,7.900000095367432,81,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4592,4592.csv,468,1663639352.6,1663639360.5,78,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4593,4593.csv,3033,1663639353.0,1663639360.9,80,7.900000095367432,79,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4593,4593.csv,2376,1663639353.0,1663639360.9,80,7.900000095367432,51,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4593,4593.csv,3182,1663639353.0,1663639360.9,80,7.900000095367432,84,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4593,4593.csv,468,1663639353.0,1663639360.9,78,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4594,4594.csv,3056,1663639353.4,1663639361.3,80,7.8999998569488525,86,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4594,4594.csv,2411,1663639353.4,1663639361.3,80,7.8999998569488525,51,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4594,4594.csv,3229,1663639353.4,1663639361.3,80,7.8999998569488525,82,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4594,4594.csv,468,1663639353.4,1663639361.3,78,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4595,4595.csv,3098,1663639353.8,1663639361.7,80,7.900000095367432,88,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4595,4595.csv,2452,1663639353.8,1663639361.7,80,7.900000095367432,51,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4595,4595.csv,3259,1663639353.8,1663639361.7,80,7.900000095367432,84,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4595,4595.csv,468,1663639353.8,1663639361.7,78,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4596,4596.csv,3122,1663639354.2,1663639362.1,80,7.8999998569488525,91,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4596,4596.csv,2484,1663639354.2,1663639362.1,80,7.8999998569488525,51,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4596,4596.csv,3279,1663639354.2,1663639362.1,80,7.8999998569488525,87,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4596,4596.csv,468,1663639354.2,1663639362.1,78,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4598,4598.csv,3181,1663639355.0,1663639362.9,80,7.900000095367432,97,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4598,4598.csv,2547,1663639355.0,1663639362.9,80,7.900000095367432,49,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4598,4598.csv,3329,1663639355.0,1663639362.9,80,7.900000095367432,93,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4598,4598.csv,468,1663639355.1,1663639362.9,78,7.800000190734863,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4599,4599.csv,3225,1663639355.4,1663639363.3,80,7.8999998569488525,99,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4599,4599.csv,2579,1663639355.4,1663639363.3,80,7.8999998569488525,47,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4599,4599.csv,3359,1663639355.4,1663639363.3,80,7.8999998569488525,91,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4599,4599.csv,474,1663639355.4,1663639363.3,79,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4600,4600.csv,3267,1663639355.8,1663639363.7,80,7.900000095367432,99,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4600,4600.csv,2613,1663639355.8,1663639363.7,80,7.900000095367432,46,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4600,4600.csv,3389,1663639355.8,1663639363.7,80,7.900000095367432,91,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4600,4600.csv,474,1663639355.8,1663639363.7,79,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4601,4601.csv,3311,1663639356.2,1663639364.1,80,7.8999998569488525,102,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4601,4601.csv,2651,1663639356.2,1663639364.1,80,7.8999998569488525,46,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4601,4601.csv,3419,1663639356.2,1663639364.1,80,7.8999998569488525,98,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4601,4601.csv,480,1663639356.2,1663639364.1,80,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4602,4602.csv,3355,1663639356.6,1663639364.5,80,7.900000095367432,105,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4602,4602.csv,2692,1663639356.6,1663639364.5,80,7.900000095367432,46,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4602,4602.csv,3458,1663639356.6,1663639364.5,80,7.900000095367432,97,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4602,4602.csv,480,1663639356.6,1663639364.5,80,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4603,4603.csv,3391,1663639357.0,1663639364.9,80,7.900000095367432,105,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4603,4603.csv,2728,1663639357.0,1663639364.9,80,7.900000095367432,47,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4603,4603.csv,3478,1663639357.0,1663639364.9,80,7.900000095367432,97,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4603,4603.csv,480,1663639357.0,1663639364.9,80,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4604,4604.csv,3419,1663639357.4,1663639365.3,80,7.8999998569488525,107,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4604,4604.csv,2758,1663639357.4,1663639365.3,80,7.8999998569488525,48,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4604,4604.csv,3506,1663639357.4,1663639365.3,80,7.8999998569488525,101,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4604,4604.csv,480,1663639357.4,1663639365.3,80,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4605,4605.csv,3449,1663639357.8,1663639365.7,80,7.900000095367432,105,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4605,4605.csv,2786,1663639357.8,1663639365.7,80,7.900000095367432,50,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4605,4605.csv,3540,1663639357.8,1663639365.7,80,7.900000095367432,105,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4605,4605.csv,480,1663639357.8,1663639365.7,80,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4608,4608.csv,3563,1663639359.0,1663639366.9,80,7.900000095367432,110,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4608,4608.csv,2798,1663639359.0,1663639366.8,78,7.799999952316284,53,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4608,4608.csv,3635,1663639359.0,1663639366.9,80,7.900000095367432,116,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4608,4608.csv,480,1663639359.0,1663639366.9,80,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4611,4611.csv,3620,1663639360.2,1663639368.1,80,7.8999998569488525,112,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4611,4611.csv,2857,1663639360.2,1663639368.1,77,7.8999998569488525,55,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4611,4611.csv,3649,1663639360.2,1663639368.1,80,7.8999998569488525,127,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4611,4611.csv,480,1663639360.2,1663639368.1,80,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4613,4613.csv,3706,1663639361.0,1663639368.9,80,7.900000095367432,115,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4613,4613.csv,2917,1663639361.0,1663639368.9,77,7.900000095367432,57,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4613,4613.csv,3658,1663639361.0,1663639368.9,80,7.900000095367432,129,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4613,4613.csv,474,1663639361.0,1663639368.9,79,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4614,4614.csv,3735,1663639361.4,1663639369.3,80,7.8999998569488525,114,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4614,4614.csv,2900,1663639361.4,1663639369.3,76,7.8999998569488525,59,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4614,4614.csv,3664,1663639361.4,1663639369.3,80,7.8999998569488525,130,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4614,4614.csv,474,1663639361.4,1663639369.3,79,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4615,4615.csv,3750,1663639361.8,1663639369.7,80,7.900000095367432,109,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4615,4615.csv,2919,1663639361.8,1663639369.7,76,7.900000095367432,58,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4615,4615.csv,3680,1663639361.8,1663639369.7,80,7.900000095367432,126,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4615,4615.csv,468,1663639361.8,1663639369.7,78,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4616,4616.csv,3788,1663639362.2,1663639370.1,80,7.8999998569488525,108,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4616,4616.csv,2936,1663639362.2,1663639370.1,76,7.8999998569488525,59,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4616,4616.csv,3688,1663639362.2,1663639370.1,80,7.8999998569488525,127,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4616,4616.csv,468,1663639362.2,1663639370.1,78,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4617,4617.csv,3832,1663639362.6,1663639370.5,80,7.900000095367432,110,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4617,4617.csv,2950,1663639362.6,1663639370.5,76,7.900000095367432,60,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4617,4617.csv,3679,1663639362.6,1663639370.5,80,7.900000095367432,128,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4617,4617.csv,468,1663639362.6,1663639370.5,78,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4618,4618.csv,3860,1663639363.0,1663639370.9,80,7.900000095367432,112,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4618,4618.csv,2950,1663639363.0,1663639370.9,76,7.900000095367432,60,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4618,4618.csv,3663,1663639363.0,1663639370.9,80,7.900000095367432,129,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4618,4618.csv,462,1663639363.0,1663639370.9,77,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4619,4619.csv,3868,1663639363.4,1663639371.3,80,7.8999998569488525,114,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4619,4619.csv,2951,1663639363.4,1663639371.3,76,7.8999998569488525,61,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4619,4619.csv,3649,1663639363.4,1663639371.3,80,7.8999998569488525,133,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4619,4619.csv,456,1663639363.4,1663639371.3,76,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4620,4620.csv,3874,1663639363.8,1663639371.7,80,7.900000095367432,115,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4620,4620.csv,2961,1663639363.8,1663639371.7,76,7.900000095367432,65,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4620,4620.csv,3638,1663639363.8,1663639371.7,80,7.900000095367432,132,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4620,4620.csv,450,1663639363.8,1663639371.7,74,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4621,4621.csv,3874,1663639364.2,1663639372.1,80,7.8999998569488525,116,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4621,4621.csv,2969,1663639364.2,1663639372.1,76,7.8999998569488525,64,yizhuang#4-1_po,1,PEK
vehicle-trajectories/val/data,4621,4621.csv,3610,1663639364.2,1663639372.1,80,7.8999998569488525,134,yizhuang#4-1_po,1,PEK
traffic-light/val/data,4621,4621.csv,450,1663639364.2,1663639372.1,74,7.8999998569488525,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4622,4622.csv,3870,1663639364.6,1663639372.5,80,7.900000095367432,115,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4622,4622.csv,2972,1663639364.6,1663639372.5,76,7.900000095367432,65,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4622,4622.csv,3581,1663639364.6,1663639372.5,80,7.900000095367432,131,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4622,4622.csv,444,1663639364.6,1663639372.5,73,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/train/data,4623,4623.csv,3867,1663639365.0,1663639372.9,80,7.900000095367432,117,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/train/data,4623,4623.csv,2972,1663639365.0,1663639372.9,76,7.900000095367432,63,yizhuang#4-1_po,1,PEK
vehicle-trajectories/train/data,4623,4623.csv,3556,1663639365.0,1663639372.9,80,7.900000095367432,131,yizhuang#4-1_po,1,PEK
traffic-light/train/data,4623,4623.csv,444,1663639365.0,1663639372.9,73,7.900000095367432,,yizhuang#4-1_po,1,PEK
ego-trajectories/val/data,4624,4624.csv,3868,1663639365.4,1663639373.3,80,7.8999998569488525,118,yizhuang#4-1_po,1,PEK
infrastructure-trajectories/val/data,4624,4624.csv,2973,1663639365.4,1663639373.3,76,7.8999998569488525,62,yizhuang#4-1_po,1,PEK
